iter,rho,rhou,rhov,E,time
1,1.0,1.0,1.0,1.0,7259.506464004517
2,0.5198314975259203,1.3395218072529422,1.1585137226941675,0.5300056038722694,4.555463790893555
3,0.5109240038111004,1.147757569298511,0.8757161644896236,0.5226618555836718,3.3617019653320312
4,0.5113134030056257,0.919237023607631,0.7884092067744347,0.5285362135571162,3.8645267486572266
5,0.4002676122429299,0.9120121802870623,0.7454730557986081,0.4120113601800704,4.364013671875
6,0.3867023372176815,0.8137912797737424,0.6487408762448195,0.39615239698103666,3.415822982788086
7,0.3554098003201649,0.6817566309830503,0.6434237186836212,0.3621882410114436,3.1991004943847656
8,0.3543171747482177,0.630191969015418,0.6362446234229651,0.3589179313910165,3.0715465545654297
9,0.36765768791657877,0.6383437311490292,0.6469121236623575,0.37211997769438904,3.144979476928711
10,0.3678008837223748,0.6293236236327309,0.652502165907313,0.37212347554161634,3.0450820922851562
11,0.35874745541115627,0.6060921207684965,0.6408011543737478,0.36347349349861735,3.0913352966308594
12,0.3467196423290144,0.6003352680067401,0.6248258054899017,0.3521639195398144,3.052234649658203
13,0.33479896669290576,0.5818373852115571,0.6177410443998648,0.3403975773662562,3.099203109741211
14,0.32608097162348687,0.5547674086169347,0.6163137765455832,0.3315085619709751,3.1197071075439453
15,0.3182294813797162,0.5398043412999279,0.5959342817885529,0.3234886805215369,3.1697750091552734
16,0.3035588884664917,0.525090444448651,0.5520780325325335,0.30841226130269184,3.058910369873047
17,0.28606350785767193,0.5141350240072541,0.5095304619326162,0.2907364808405121,3.096342086791992
18,0.2684072858975986,0.5059867421650109,0.47658784923316927,0.2733909763554194,3.153562545776367
19,0.24949836733434647,0.49575396838163144,0.43894510588347263,0.25458724786798353,3.0241012573242188
20,0.23638402592964572,0.4964485967163433,0.40424206116962635,0.24140394581630414,3.108978271484375
21,0.2276019657928462,0.49914696729484054,0.37909844904804346,0.2327819903279042,3.1151771545410156
22,0.21500649349405823,0.4915215023799207,0.34317988123175025,0.2203359040211733,3.0558109283447266
23,0.20369656692131743,0.48580056591565335,0.3020023803106306,0.2091810206368201,3.123044967651367
24,0.19705294859418399,0.486327401538486,0.2800238412822177,0.2026531050376146,3.091573715209961
25,0.18932805966820412,0.4847461207346871,0.2701878263399109,0.19499789593438566,3.138303756713867
26,0.1812253266642172,0.47912656929381275,0.25631945794446465,0.1869274921532402,3.0367374420166016
27,0.17738703143662252,0.47150878828394244,0.24249079232757362,0.18295166572963692,3.0853748321533203
28,0.17663663487372042,0.46496935763674174,0.23661526779964606,0.18203893758354725,3.0651092529296875
29,0.17635768441554606,0.4592160734447824,0.23531310762442365,0.18168456153803386,3.0400753021240234
30,0.17584484327209365,0.4508435984749402,0.2326592992187393,0.18108464651643522,3.630399703979492
31,0.17467443604185262,0.4407482906992801,0.22838511058751557,0.17975750914087446,3.0879974365234375
32,0.17314968904522324,0.43073674484170515,0.22465663977146172,0.1780358036628285,3.0417442321777344
33,0.17192182040193532,0.4192365747446206,0.22354194411296946,0.17659555154697548,3.2465457916259766
34,0.1710218931490303,0.40621991747458785,0.22703793044894902,0.1754934720030423,3.0090808868408203
35,0.17036812380548919,0.3934972344058289,0.23322348681632657,0.17464606209562566,3.761768341064453
36,0.16968811565675868,0.38159787899444975,0.23679626527680195,0.17374664609121218,3.692150115966797
37,0.16831993171648485,0.37154370089546135,0.23664485269335267,0.17215837869545284,3.3130645751953125
38,0.16626846722917446,0.3648763949824119,0.23757515636067994,0.16995149496189735,3.288745880126953
39,0.16444461790970422,0.3606108063325039,0.2432459792441123,0.16802571385209822,3.3006668090820312
40,0.1632527617255143,0.35612527057549304,0.2519185755878062,0.1667019766102796,3.113269805908203
41,0.1619428028294035,0.3503770136132514,0.2602990616962603,0.16520085558387168,3.060579299926758
42,0.15988210873261333,0.344407193871021,0.2667754441906339,0.16294748014539046,3.2405853271484375
43,0.15760634395563272,0.3398100952041128,0.27070614580271496,0.16053663970823343,4.233360290527344
44,0.15588254356025105,0.3371075118841581,0.2718476803838473,0.15873308894674548,3.5872459411621094
45,0.15426101484088806,0.3347261632312487,0.2707147477817676,0.15702876525787685,3.0939579010009766
46,0.15151822330242304,0.3302775702918232,0.26802812495279404,0.15414551401632703,3.078460693359375
47,0.14739087195018283,0.32383495274885143,0.26356192276645546,0.14982848136080745,3.041505813598633
48,0.14305058277149094,0.3187613846744365,0.2562657330425706,0.14531897108635491,3.11279296875
49,0.13959601138689373,0.31785768809116405,0.24594237050584944,0.14178135454927632,3.207683563232422
50,0.1366857161751722,0.3200012117993484,0.23466890190191847,0.13886728444476487,3.0868053436279297
51,0.13334886211908598,0.32208255688011816,0.22604075234716167,0.13553413515914756,3.6013126373291016
52,0.12969230633502382,0.322644649598208,0.22224183142300988,0.13182884532317737,3.106355667114258
53,0.1269306098025682,0.32272997093859696,0.2219684397932421,0.12897166195909016,3.3566951751708984
54,0.1257702263101692,0.3246166550580388,0.22228213822729362,0.1277193763191395,3.615856170654297
55,0.1255969482725896,0.3296872170527697,0.22182295435146293,0.1274816333064637,3.155946731567383
56,0.1256773353714564,0.33645825572035726,0.22103184202497578,0.12748645623812277,3.1452178955078125
57,0.1262704896699856,0.34112471427840135,0.2199088843191694,0.12793580717101696,3.027200698852539
58,0.12775234379786896,0.3405937164472121,0.21707630650583,0.12920275029052114,3.1709671020507812
59,0.12936911244121954,0.3345299896700237,0.21136783271003254,0.13059970706814325,3.059864044189453
60,0.13006584523178663,0.3246223715141938,0.20357188253655473,0.13115967217639687,3.068685531616211
61,0.13019071979722133,0.31338844019544126,0.1961945229333305,0.13131195585032596,3.1538009643554688
62,0.13121789008695764,0.3040793533713165,0.1917365332593448,0.1325707389171291,3.0558109283447266
63,0.13370070764803127,0.29964473356342713,0.19114349249329066,0.13542603875557307,3.031015396118164
64,0.13654714860100026,0.2999361177540219,0.19339116071635165,0.13863046487520048,4.308462142944336
65,0.13863190139265072,0.30116865569641804,0.19607738837746289,0.140914643933422,3.7996768951416016
66,0.14016843937516482,0.2994979737514258,0.19658160356527443,0.14245116589221357,3.3745765686035156
67,0.1420025524262714,0.29418158893697727,0.19340600811426742,0.14415554323663732,4.090547561645508
68,0.14399132907466686,0.28690304380612736,0.1871104997268946,0.14597169777920616,4.363059997558594
69,0.14482062602040646,0.27931622515304977,0.1800542042561933,0.14660998312751783,3.535032272338867
70,0.14351434955882758,0.2723086679832622,0.17465849813507478,0.14509961759400983,3.2935142517089844
71,0.14057081389747705,0.2665551658592404,0.17150455253063585,0.1419828160326668,3.1948089599609375
72,0.13736619589027532,0.26218840488609646,0.16946805386331332,0.13867582867435962,3.392457962036133
73,0.13460463909481918,0.2583582962802533,0.1676831943173034,0.13585276084396003,3.346681594848633
74,0.13161838929068462,0.2541416644006909,0.1668638643458959,0.13277416139964807,4.03285026550293
75,0.12715358974574476,0.24994637980292803,0.1686374886048627,0.12815161640914063,3.7539005279541016
76,0.12069822630581842,0.24762980155978448,0.17358322276769114,0.12149844764570032,3.566265106201172
77,0.11330994729358847,0.24865735702259673,0.18002408504241282,0.11392569002767258,3.5390853881835938
78,0.10731890281713316,0.2519414323149679,0.18508433815409803,0.10779884705598856,3.5293102264404297
79,0.10469124933571027,0.25415045923280716,0.18681557157338333,0.10506611724835589,3.3528804779052734
80,0.1053169126242411,0.25236946635416085,0.18526266945647854,0.1055664059285381,3.2777786254882812
81,0.10729230790649448,0.24628965584332102,0.18194267670702152,0.1073738110803063,3.446340560913086
82,0.10867518885371452,0.23842818659466664,0.17856855695632806,0.10856875501441589,3.3588409423828125
83,0.10865419369530918,0.23278345448967422,0.17601231599118053,0.10837930907345836,3.3769607543945312
84,0.10769586006147287,0.23269043956309918,0.17397617399534615,0.10730977455316625,3.5247802734375
85,0.10703952081925813,0.23880816609591105,0.17141364634185619,0.10663338095618051,3.175973892211914
86,0.10762985258922611,0.24853075605586458,0.16740562258812824,0.10730585753102705,3.8073062896728516
87,0.10906676939491093,0.25736231022403677,0.16184134386420018,0.10887025039386959,3.1256675720214844
88,0.10973108791115121,0.2613468989079418,0.1554427723025868,0.1095758230568671,3.13568115234375
89,0.10809190354340667,0.25934407559450917,0.1493610133152956,0.10776688573736437,3.0841827392578125
90,0.10388563755577519,0.2540219379727748,0.1448005588739069,0.1031759199890552,3.228425979614258
91,0.09833605298566321,0.2501308693164745,0.14258697075424684,0.09718033838837938,3.212451934814453
92,0.09358851970903324,0.2503566119209865,0.14258823015428668,0.09213520769410384,3.3080577850341797
93,0.09163906423456318,0.25252330197395384,0.14368807688496182,0.09012085361174652,3.361225128173828
94,0.0930998725511122,0.25178288900045087,0.14468710254138048,0.09164002772947563,3.1511783599853516
95,0.09682772410964252,0.24512662721676368,0.14516384521566084,0.09539526292281858,3.367900848388672
96,0.1009680789329952,0.2334286941553566,0.14532043984698387,0.099484303677585,4.039287567138672
97,0.10431836103761498,0.22026369096872733,0.14519913628772244,0.10275830352344958,3.3731460571289062
98,0.10679143161597375,0.20912354190488575,0.14434781883694012,0.10520912875394406,3.2150745391845703
99,0.10890156812084369,0.20116386347703014,0.14227305418680208,0.10739029474518548,3.2324790954589844
100,0.11094262389305765,0.1953415654652265,0.13903886753361522,0.10956995731992387,3.1769275665283203
101,0.11258845084711008,0.19053030545139535,0.1353929545462839,0.11135543213165083,3.507375717163086
102,0.11313546108379739,0.18709177750869965,0.1323807065131029,0.11198068483334299,3.276348114013672
103,0.11202446338289096,0.18643056219072365,0.13077874581132515,0.11085561852227367,3.3423900604248047
104,0.10921205443638798,0.18938364246963535,0.13075909244583622,0.10794099306254648,3.4940242767333984
105,0.1052159467865807,0.19525583144493136,0.13197636384071232,0.10378456566557534,3.2384395599365234
106,0.10086197883208925,0.20228438283362493,0.13388149152096973,0.099253421022049,3.1397342681884766
107,0.09690856627427996,0.20869435425194,0.13594307343387163,0.09514187958352709,3.1151771545410156
108,0.09379153294600803,0.21334246043095162,0.1376872443424927,0.09190405705212507,3.1163692474365234
109,0.09160671830279413,0.21578813051830925,0.13869816801920187,0.08963563834657332,3.2126903533935547
110,0.09022700129348103,0.21612220953497527,0.13870288812551848,0.08820025456607276,3.103494644165039
111,0.08941601519020011,0.21477869223710983,0.1376893042988813,0.08735348240242671,3.1185150146484375
112,0.08893071404087476,0.21231646247468894,0.13593367459461225,0.08685055577477688,3.085613250732422
113,0.08861590346969829,0.20914537714230963,0.13391747562664777,0.08653936704520038,3.1037330627441406
114,0.08842271194696166,0.20539387041135213,0.13220745131600475,0.08637204246990986,3.125905990600586
115,0.08832230924232369,0.20109505725608784,0.13133422296679018,0.08631184423912906,3.4914016723632812
116,0.08820539690379108,0.19650951081356702,0.13165506172567826,0.08623233980314479,3.225564956665039
117,0.08788242082543159,0.19221179438329494,0.13322304577238525,0.08592486097098913,3.362894058227539
118,0.08719523727182614,0.18884332413984486,0.1357464610755236,0.08521903497862794,3.1244754791259766
119,0.08614872848500775,0.1867481420743546,0.13868831405134344,0.08411889203740726,3.152608871459961
120,0.08497572644898584,0.1857533722841578,0.14144596443054147,0.08286835247196876,3.1120777130126953
121,0.08410910073158157,0.18521528099264453,0.14349501605465245,0.08192274566132743,3.049612045288086
122,0.08405500162374042,0.18428943888106372,0.14445258238097325,0.08181823131385621,3.076791763305664
123,0.08516732247776712,0.18230371156730873,0.1440977294141841,0.08293365158470312,3.266572952270508
124,0.08742113241711223,0.17907711479808539,0.1423846676936583,0.08524730816543219,3.5033226013183594
125,0.09037078877024791,0.17502114050316353,0.1394473187240428,0.08829203493718028,3.098011016845703
126,0.0933461127530483,0.17094971636745498,0.1355825649596816,0.09136659932121585,3.1595230102539062
127,0.09572822519580998,0.16770540113984544,0.13123143296860995,0.09382848226716499,3.367900848388672
128,0.09713339137556867,0.1657828241966816,0.12694917592248173,0.09528354502473857,3.2196044921875
129,0.09745889178937792,0.16515526842524586,0.12332395298500291,0.09562855089140128,3.4513473510742188
130,0.09682742358941075,0.16539178906662996,0.12082510252506665,0.0949900090696337,3.194093704223633
131,0.09547346531230819,0.16597195420714703,0.11964047570644779,0.09360615420189249,3.2143592834472656
132,0.09361971606734328,0.1665669415594225,0.11961074657671548,0.09170116206370645,3.256082534790039
133,0.0914027716482812,0.1671341571679199,0.12031207714994217,0.08941155594085842,3.3223628997802734
134,0.08888340593844289,0.1678247809769385,0.12121709081465888,0.08679985814432428,3.2701492309570312
135,0.0861221331550102,0.1688169349546595,0.12182654532527441,0.08393355687589223,3.6203861236572266
136,0.08325661743621351,0.17018133784786457,0.12173677681481132,0.08096313662476365,3.927469253540039
137,0.08051465525098306,0.17184121846062322,0.12065514905372109,0.07813134891106978,3.3788681030273438
138,0.07813826642108784,0.17363126136371787,0.11841447694713518,0.07569024507395739,3.373861312866211
139,0.07626160925489625,0.17541018131050806,0.11501507578227883,0.07377273909033778,3.3872127532958984
140,0.07483814753224638,0.17712391865219262,0.11067182743279468,0.07231988273201932,3.2956600189208984
141,0.07368770368753995,0.17874305007051716,0.10582383395514172,0.07113591922031741,3.3309459686279297
142,0.07263233938353908,0.18012606128952113,0.10107249937809362,0.07003405478646667,3.3142566680908203
143,0.07161873377231263,0.18094021680911695,0.09704797277867089,0.06896349314822424,3.143787384033203
144,0.07075208380044916,0.1807101281285486,0.09423624834179975,0.06804117981807305,3.3593177795410156
145,0.07023880331486028,0.17896279236645285,0.09283188460755441,0.06748850463135538,3.2792091369628906
146,0.07027857191232036,0.17539323594046372,0.09269993752470855,0.06751672034463857,3.213167190551758
147,0.07095979477461657,0.17000563690100795,0.09347023625646894,0.06821746713089787,3.170490264892578
148,0.07220819340321387,0.1632107615059251,0.09469439289882627,0.069510421981862,3.1447410583496094
149,0.07381136884617866,0.15584876679992854,0.09597176357459061,0.07117141570667784,4.287004470825195
150,0.07549664871218381,0.14907780810562532,0.09700858352848163,0.07291568827336246,3.2258033752441406
151,0.07701363115105758,0.144086511871724,0.09762689831547132,0.07448433892468688,3.5276412963867188
152,0.0781845315185639,0.14168724446776554,0.09775391850319325,0.07569549435560667,3.1883716583251953
153,0.07891534331716009,0.14200293770152445,0.0974114426214273,0.0764542265541697,3.258228302001953
154,0.07918074060549371,0.14448256667217996,0.09670673383878933,0.07673585236396942,3.4470558166503906
155,0.07899982767507187,0.14823539039475048,0.0958115163932979,0.07656088013757548,3.2231807708740234
156,0.0784169918151923,0.1524183013115162,0.09491965798100842,0.07597585580084874,3.1981468200683594
157,0.0774959204538327,0.1564480996177775,0.09419312292581615,0.07504773114190105,3.3805370330810547
158,0.07632510966969713,0.16000864542688317,0.09371735820239545,0.07386945852334774,3.802776336669922
159,0.07502232246665556,0.16295575501849832,0.09349152356274747,0.07256402679536182,3.7217140197753906
160,0.0737224994838013,0.16523064876551816,0.09345973959716612,0.07127120738050587,3.374338150024414
161,0.07254673911139,0.166823082159064,0.09356561850338148,0.07011492957570283,3.1843185424804688
162,0.07157177171826042,0.16775914512412057,0.09379213111773692,0.069171704714251,3.129720687866211
163,0.07082622179286635,0.16807953350039326,0.09415610045441378,0.06846735388751699,3.1952857971191406
164,0.07031779608216776,0.1678025760819412,0.09465802563508624,0.0680063108615862,3.2384395599365234
165,0.07006466322194428,0.1669076689811024,0.09522844631449534,0.06780499407818556,3.0918121337890625
166,0.07009595520674188,0.16536666231114844,0.09572501480611371,0.06789234652532089,3.0884742736816406
167,0.07041554253220438,0.1632111212550949,0.09599762313429278,0.06827186511785509,3.0982494354248047
168,0.0709619724056811,0.16059323154249072,0.09598341512437931,0.06887986000716605,3.056049346923828
169,0.07160543095767938,0.15779590113956327,0.09576827186604804,0.0695826325767495,3.165721893310547
170,0.07219143488312248,0.15517399586552735,0.09557683414344123,0.07022203568703177,3.051280975341797
171,0.07259955050566379,0.15305100548477493,0.0956909656018457,0.07067581469346554,3.0317306518554688
172,0.07277742102508936,0.15162632412588503,0.09633361007704454,0.07089196473383547,3.108501434326172
173,0.0727334214457171,0.15093968774107533,0.09757167546306722,0.07088071586558209,3.2176971435546875
174,0.07250299995773053,0.15089838179695256,0.09928127082402616,0.07068013617918048,3.123760223388672
175,0.07212087840798703,0.15133290162200014,0.10118091449217816,0.07032800288234804,3.211498260498047
176,0.07162152726649994,0.15202994123561006,0.10290768290382146,0.06986227345535574,3.1280517578125
177,0.07106325738746044,0.1527344856643237,0.10410191863411611,0.06934515052159378,3.5479068756103516
178,0.07054855095868282,0.15314567056544995,0.10448032875834398,0.06888292081149197,3.2646656036376953
179,0.07021343584455467,0.1529409558370737,0.10388971243658875,0.06861404394611018,3.167867660522461
180,0.070179895263823,0.15185092433671635,0.10234306151909599,0.06866011165569388,3.1616687774658203
181,0.07049618225391968,0.14974781207183951,0.10003337976417744,0.06906509584390493,3.1023025512695312
182,0.07110331555464548,0.14671279395694586,0.09731626692969503,0.06976251489021673,3.2699108123779297
183,0.07184688096938671,0.1430461967348953,0.09465459203314106,0.0705893450399806,3.284454345703125
184,0.07252472770884946,0.13921065763583113,0.09252238649790423,0.07133605579163385,3.324270248413086
185,0.07294328504215931,0.1357221745586412,0.09128784450922624,0.07180429149349106,3.4699440002441406
186,0.07295969327865506,0.13301923467261767,0.09111828688158971,0.0718492725729629,3.1473636627197266
187,0.07250279041962501,0.13135388143926208,0.0919492965645598,0.07140048828090789,3.653287887573242
188,0.07157669734442072,0.1307457227959372,0.09352839143715178,0.07046499696221993,3.8192272186279297
189,0.07025314851679966,0.13101283578704184,0.09550066995136096,0.06911951935237744,3.6215782165527344
